ID,Year,Loan Limit,Gender,Approved in Advance,Loan Type,Loan Purpose,Credit Worthiness,Open Credit,Business Or Commercial,Loan Amount,Rate of Interest,Interest rate spread,Upfront charges,Term(months),Negative Ammortization,Interest Only,Lump Sum Payment,Property Value,Construction Type,Occupancy Type,Secured by,Total Units,Income,Credit Type,Credit Score,Co-applicant Credit Type,Min Age,Max Age,Submission of Application,Loan to Value,Region,Default Status,Debt-to-Income Ratio,LTV Risk Bucket,Credit Score Bucket,i
54955,2019,Conforming Loan,Female,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$326,500.00",3.63%,0.2535,"$9,614.54",360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$2,400.00",EXP,627,CIB,55,,Yes,60.68773234,North,No,52,Moderate,Fair,
80777,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$516,500.00",3.99%,0.2669,"$14,658.95",360,No,No,No,"$578,000.00",Site-Built,Principal Residence,home,1U,"$7,080.00",CRIF,810,EXP,25,,Yes,89.35986159,North,No,42,High,Excellent,
132594,2019,Conforming Loan,Male,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$436,500.00",3.75%,-0.297,"$9,904.88",360,No,No,No,"$728,000.00",Site-Built,Principal Residence,home,1U,"$6,120.00",CRIF,899,CIB,25,,Yes,59.95879121,North,No,34,Low,Excellent,
26151,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$396,500.00",4.63%,0.3913,"$6,096.03",360,No,No,No,"$598,000.00",Site-Built,Principal Residence,home,1U,"$8,700.00",EXP,714,CIB,55,,Yes,66.30434783,North,No,26,Moderate,Good ,
57847,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$476,500.00",3.38%,0.1586,$0.00,240,No,No,No,"$858,000.00",Site-Built,Principal Residence,home,1U,"$9,240.00",CRIF,532,CIB,45,,No,55.53613054,South,No,47,Low,Poor ,
57392,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$106,500.00",4.13%,1.4005,"$3,396.50",240,No,No,No,"$138,000.00",Site-Built,Investment Property,home,1U,"$4,440.00",EXP,723,CIB,25,,Yes,77.17391304,South,No,38,Moderate,Good ,
45972,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$156,500.00",3.13%,0.3658,"$4,250.00",180,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$4,200.00",CRIF,708,CIB,45,,Yes,60.65891473,South,No,35,Moderate,Good ,
102981,2019,Conforming Loan,Female,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$66,500.00",4.99%,1.0575,"$2,628.86",360,No,No,No,"$68,000.00",Site-Built,Principal Residence,home,1U,"$1,080.00",CIB,637,CIB,65,,Yes,97.79411765,North,No,32,High,Fair,
40997,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$346,500.00",4.13%,0.3868,$0.00,360,Yes,No,No,"$338,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,895,EXP,55,,Yes,102.5147929,South,No,39,Very High,Excellent,
57086,2019,Conforming Loan,Male,Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$226,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,567,CIB,45,,Yes,99.34210526,Central,Yes,39,High,Poor ,
169206,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$166,500.00",3.50%,0.3186,"$5,871.56",360,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$3,060.00",CRIF,589,CIB,25,,Yes,88.56382979,North,No,23,High,Fair,
115932,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$276,500.00",3.88%,0.4141,"$1,250.00",144,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$5,280.00",CIB,754,CIB,45,,Yes,67.76960784,South,No,47,Moderate,Very Good,
165100,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$186,500.00",3.99%,0.4274,"$4,320.96",360,No,No,No,"$338,000.00",Site-Built,Principal Residence,home,1U,"$3,540.00",CIB,733,CIB,55,,Yes,55.17751479,North,No,44,Low,Good ,
67114,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.50%,-0.1678,$0.00,360,No,No,No,"$1,068,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,542,EXP,35,,Yes,56.78838951,Central,No,39,Low,Poor ,
78789,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$456,500.00",3.75%,0.0152,$0.00,360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$6,000.00",CRIF,771,CIB,55,,No,84.85130112,South,No,43,High,Very Good,
136144,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$686,500.00",4.00%,0.232,$0.00,360,No,No,No,"$888,000.00",Site-Built,Principal Residence,home,1U,"$14,340.00",EXP,851,EXP,35,,No,77.30855856,Central,No,37,Moderate,Excellent,
150137,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$346,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,582,CIB,55,,Yes,82.89473684,North,Yes,39,High,Fair,
100810,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$306,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$9,420.00",EQUI,765,EXP,45,,Yes,73.32535885,South,Yes,39,Moderate,Very Good,
35193,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$586,500.00",5.13%,0.9479,$0.00,360,No,No,No,"$798,000.00",Site-Built,Principal Residence,home,1U,"$7,200.00",CIB,698,CIB,55,,Yes,73.4962406,South,No,44,Moderate,Good ,
64669,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",CIB,781,CIB,25,,Yes,85.12773723,South,Yes,51,High,Very Good,
107946,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Non-Standard,No,No,"$346,500.00",4.63%,0.4605,$0.00,360,No,No,No,"$388,000.00",Site-Built,Principal Residence,home,1U,"$7,380.00",EXP,715,EXP,25,,No,89.30412371,North,No,29,High,Good ,
77732,2019,Conforming Loan,Male,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$536,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$8,880.00",EQUI,624,EXP,35,,No,128.3492823,South,Yes,39,Very High,Fair,
143930,2019,Conforming Loan,Male,Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$616,500.00",3.88%,0.6843,$0.00,360,No,No,No,"$798,000.00",Site-Built,Principal Residence,home,1U,"$13,980.00",CIB,789,EXP,35,,No,77.2556391,South,No,39,Moderate,Very Good,
123539,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$386,500.00",3.99%,0.8047,"$8,403.13",360,No,No,No,"$428,000.00",Site-Built,Principal Residence,home,1U,"$9,240.00",CRIF,847,CIB,45,,Yes,90.30373832,South,No,48,High,Excellent,
112111,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$466,500.00",4.38%,0.1787,"$13,582.23",360,No,Yes,No,"$638,000.00",Site-Built,Principal Residence,home,1U,"$4,680.00",CRIF,826,CIB,45,,Yes,73.11912226,South,No,48,Moderate,Excellent,
127961,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$176,500.00",3.99%,0.5036,"$3,903.50",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$5,040.00",CRIF,521,EXP,55,,Yes,65.85820896,South,No,24,Moderate,Poor ,
167969,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$1,058,000.00",Site-Built,Principal Residence,home,1U,"$2,640.00",EXP,678,EXP,55,,Yes,19.51795841,Central,Yes,36,Low,Good ,
168325,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$446,500.00",3.38%,-0.1862,"$8,440.63",360,No,No,No,"$598,000.00",Site-Built,Secondary Residence,home,1U,"$14,700.00",CRIF,807,CIB,55,,Yes,74.66555184,North,No,11,Moderate,Excellent,
134464,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$106,500.00",3.99%,0.6104,"$2,555.50",360,No,No,No,"$108,000.00",Site-Built,Principal Residence,home,1U,"$1,500.00",CIB,580,CIB,25,,Yes,98.61111111,North,No,36,High,Fair,
173246,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$56,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$78,000.00",Site-Built,Principal Residence,home,1U,"$1,080.00",EXP,706,CIB,74,,Yes,72.43589744,North,Yes,39,Moderate,Good ,
33121,2019,Conforming Loan,Male,Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$456,500.00",3.63%,0.0215,$0.00,360,Yes,No,No,"$488,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",EXP,588,CIB,45,,Yes,93.54508197,Central,No,45,High,Fair,
79091,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$486,500.00",3.63%,-0.0105,$0.00,360,Yes,No,No,"$898,000.00",Site-Built,Principal Residence,home,1U,"$6,660.00",CRIF,519,CIB,25,,No,54.17594655,South,No,55,Low,Poor ,
91346,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$106,500.00",4.13%,0.6529,"$2,275.00",360,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$1,380.00",CRIF,819,CIB,35,,Yes,46.71052632,North,No,41,Low,Excellent,
84944,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$386,500.00",3.50%,-0.0666,"$2,761.17",360,No,Yes,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",CRIF,584,CIB,65,,No,73.20075758,North,No,42,Moderate,Fair,
159389,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$556,500.00",3.50%,0.0122,$0.00,360,No,No,No,"$578,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,825,EXP,25,,No,96.28027682,North,No,39,High,Excellent,
92655,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$376,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",EQUI,857,EXP,45,,Yes,90.07177033,North,Yes,39,High,Excellent,
145576,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$496,500.00",4.50%,0.447,"$1,195.00",360,No,No,No,"$618,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,555,EXP,45,,No,80.33980583,South,No,47,High,Poor ,
87841,2019,non Conforming Loan,Female,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$916,500.00",3.88%,0.1436,$840.00,360,No,No,No,"$1,138,000.00",Site-Built,Principal Residence,home,1U,"$20,580.00",CIB,533,EXP,35,,Yes,80.53602812,South,No,20,High,Poor ,
122275,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$496,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$9,540.00",EQUI,761,EXP,35,,No,118.7799043,South,Yes,39,Very High,Very Good,
129547,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$276,500.00",3.63%,-0.0574,"$2,170.50",360,No,No,No,"$2,488,000.00",Site-Built,Principal Residence,home,1U,"$17,820.00",CRIF,850,EXP,55,,No,11.11334405,South,No,37,Low,Excellent,
169702,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$226,500.00",3.13%,-0.575,$197.03,360,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,609,EXP,25,,Yes,99.34210526,North,No,39,High,Fair,
70821,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$156,500.00",3.99%,0.2253,"$5,063.92",360,No,No,No,"$278,000.00",Site-Built,Principal Residence,home,1U,"$2,820.00",CRIF,736,EXP,55,,Yes,56.29496403,South,No,20,Low,Good ,
30423,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$17,880.00",EQUI,785,EXP,55,,Yes,116.3875598,South,Yes,39,Very High,Very Good,
25312,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$406,500.00",3.50%,-0.1484,$215.00,360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$4,620.00",CRIF,738,CIB,25,,No,72.84946237,North,No,38,Moderate,Good ,
104209,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Non-Standard,No,No,"$436,500.00",3.99%,-0.0542,"$13,480.00",360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$6,720.00",CRIF,836,EXP,25,,Yes,81.133829,North,No,44,High,Excellent,
39721,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$266,500.00",4.25%,0.823,"$3,257.38",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",EXP,742,CIB,25,,Yes,99.44029851,South,No,39,High,Very Good,
74290,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$556,500.00",4.88%,1.4342,"$13,462.62",360,No,No,No,"$738,000.00",Site-Built,Investment Property,home,1U,"$4,980.00",CRIF,568,CIB,35,,No,75.40650407,South,No,47,Moderate,Poor ,
128254,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$266,500.00",3.99%,0.9693,"$2,590.55",360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$5,400.00",CRIF,685,CIB,55,,Yes,86.52597403,South,No,31,High,Good ,
143727,2019,non Conforming Loan,Female,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$206,500.00",4.99%,1.0619,"$3,050.75",360,No,No,No,"$298,000.00",Site-Built,Principal Residence,home,1U,"$2,700.00",CRIF,602,CIB,65,,Yes,69.29530201,North,No,38,Moderate,Fair,
80477,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$146,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$3,540.00",EQUI,879,EXP,65,,Yes,35.04784689,North,Yes,39,Low,Excellent,
119455,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$476,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",EQUI,862,EXP,25,,Yes,113.9952153,North,Yes,39,Very High,Excellent,
141235,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$556,500.00",4.75%,1.2763,"$6,431.75",360,No,No,No,"$738,000.00",Site-Built,Principal Residence,home,1U,"$6,240.00",CIB,782,EXP,74,,Yes,75.40650407,South,No,49,Moderate,Very Good,
161415,2019,Conforming Loan,Male,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$136,500.00",4.13%,0.6682,"$3,750.00",240,No,No,No,"$208,000.00",Site-Built,Principal Residence,home,1U,"$3,120.00",CRIF,810,CIB,65,,Yes,65.625,South,No,30,Moderate,Excellent,
37388,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$396,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,520.00",EQUI,552,EXP,45,,No,94.85645933,North,Yes,39,High,Poor ,
70102,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$416,500.00",4.38%,0.3052,"$1,665.00",360,No,No,No,"$718,000.00",Site-Built,Principal Residence,home,1U,"$12,960.00",CRIF,606,CIB,45,,Yes,58.00835655,North,No,29,Low,Fair,
130663,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",4.63%,0.4858,"$1,476.68",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$7,500.00",CIB,796,CIB,25,,No,95.70895522,North,No,30,High,Very Good,
167078,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$626,500.00",4.75%,0.4678,"$10,453.00",360,Yes,No,No,"$1,358,000.00",Site-Built,Principal Residence,home,1U,"$6,240.00",EXP,782,EXP,65,,Yes,46.13402062,North,No,46,Low,Very Good,
119112,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$586,500.00",3.00%,-0.4081,$0.00,360,No,No,No,"$1,178,000.00",Site-Built,Principal Residence,home,1U,"$28,560.00",CIB,573,EXP,65,,Yes,49.78777589,North,No,23,Low,Poor ,
127779,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$366,500.00",3.88%,0.1824,"$4,424.85",360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$8,820.00",EXP,549,EXP,74,,Yes,68.12267658,South,No,29,Moderate,Poor ,
132655,2019,Conforming Loan,Male,Pre-Approved,Federal Housing Administration,Home Purchase,Non-Standard,No,Yes,"$146,500.00",3.99%,1.1243,"$2,861.92",360,No,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$11,820.00",CRIF,628,CIB,55,,Yes,98.98648649,North,No,32,High,Fair,
30597,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$126,500.00",4.50%,0.9947,"$1,260.00",300,No,No,No,"$218,000.00",Site-Built,Principal Residence,home,1U,"$2,880.00",CRIF,546,CIB,55,,Yes,58.02752294,Central,No,49,Low,Poor ,
48818,2019,Conforming Loan,Male,Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$236,500.00",3.88%,1.2653,"$2,893.03",360,No,No,No,"$238,000.00",Site-Built,Principal Residence,home,1U,"$5,880.00",CRIF,580,CIB,35,,Yes,99.3697479,South,No,59,High,Fair,
66216,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$486,500.00",3.99%,-0.021,"$1,025.00",360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$5,100.00",CIB,563,CIB,25,,No,87.18637993,North,No,43,High,Poor ,
161831,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.88%,0.2476,"$2,982.31",360,No,No,No,"$648,000.00",Site-Built,Principal Residence,home,1U,"$7,020.00",CIB,579,CIB,35,,Yes,71.99074074,South,No,32,Moderate,Poor ,
60963,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$196,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$8,220.00",EQUI,752,EXP,35,,Yes,47.00956938,North,Yes,39,Low,Very Good,
121660,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$106,500.00",4.75%,0.8597,$913.05,360,Yes,No,No,"$118,000.00",Site-Built,Principal Residence,home,1U,"$1,740.00",EXP,654,CIB,65,,No,90.25423729,North,No,49,High,Fair,
70624,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$516,500.00",3.88%,0.1004,$0.00,360,No,No,No,"$908,000.00",Site-Built,Principal Residence,home,1U,"$7,380.00",EXP,523,EXP,45,,No,56.88325991,South,No,44,Low,Poor ,
156788,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Improvement,Non-Standard,No,No,"$156,500.00",3.99%,0.428,"$1,900.00",180,No,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$11,160.00",EXP,844,CIB,45,,Yes,30.80708661,South,No,20,Low,Excellent,
36218,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$556,500.00",4.63%,0.2452,$0.00,360,Yes,No,No,"$618,000.00",Site-Built,Principal Residence,home,1U,"$8,520.00",CIB,550,CIB,35,,No,90.04854369,South,No,47,High,Poor ,
47665,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$396,500.00",3.63%,0.0157,$613.42,360,Yes,Yes,No,"$698,000.00",Site-Built,Principal Residence,home,2U,"$5,700.00",CIB,620,EXP,35,,No,56.80515759,South,No,37,Low,Fair,
161892,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.75%,-0.018,$0.00,360,No,No,No,"$688,000.00",Site-Built,Principal Residence,home,1U,"$8,820.00",EXP,551,CIB,25,,No,67.80523256,South,No,36,Moderate,Poor ,
43204,2019,non Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$566,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$7,020.00",EQUI,768,EXP,35,,Yes,135.5263158,South,Yes,39,Very High,Very Good,
91406,2019,non Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$106,500.00",3.99%,0.3831,$0.00,240,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$2,340.00",EQUI,586,EXP,65,,Yes,25.4784689,South,Yes,39,Low,Fair,
25017,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$386,500.00",3.63%,0.014,$0.00,360,No,Yes,No,"$598,000.00",Site-Built,Principal Residence,home,1U,"$5,820.00",EXP,806,CIB,25,,Yes,64.63210702,South,No,38,Moderate,Excellent,
165616,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$166,500.00",4.75%,0.4534,"$1,647.00",360,No,No,No,"$338,000.00",Site-Built,Investment Property,home,1U,"$4,920.00",CIB,797,EXP,35,,No,49.26035503,South,No,43,Low,Very Good,
38655,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$426,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$478,000.00",Site-Built,Principal Residence,home,1U,"$21,360.00",CRIF,608,EXP,55,,Yes,89.22594142,South,Yes,36,High,Fair,
157701,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$176,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$4,920.00",CRIF,557,EXP,55,,Yes,105.0595238,Central,Yes,43,Very High,Poor ,
36962,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$266,500.00",3.99%,0.3543,$913.20,360,No,No,No,"$328,000.00",Site-Built,Secondary Residence,home,1U,"$7,380.00",CIB,650,CIB,45,,No,81.25,Central,No,37,High,Fair,
114186,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$456,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$548,000.00",Site-Built,Principal Residence,home,2U,"$5,520.00",CIB,805,CIB,25,,No,83.30291971,North,Yes,42,High,Excellent,
40492,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$296,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,$0.00,EQUI,729,EXP,74,,No,70.93301435,North,Yes,39,Moderate,Good ,
52991,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$296,500.00",4.38%,0.0577,"$4,097.50",360,Yes,No,No,"$398,000.00",Site-Built,Secondary Residence,home,1U,"$20,400.00",EXP,744,CIB,35,,Yes,74.49748744,South,No,41,Moderate,Very Good,
54307,2019,non Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$786,500.00",2.99%,-0.7493,"$7,850.00",360,No,No,No,"$878,000.00",Site-Built,Principal Residence,home,1U,"$9,000.00",CRIF,619,EXP,65,,No,89.5785877,North,No,50,High,Fair,
137545,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$296,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$458,000.00",Site-Built,Principal Residence,home,1U,"$3,480.00",CIB,693,CIB,55,,Yes,64.73799127,South,Yes,43,Moderate,Good ,
41176,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Non-Standard,No,No,"$286,500.00",4.50%,0.4905,$0.00,360,No,No,No,"$318,000.00",Site-Built,Secondary Residence,home,1U,"$5,700.00",CRIF,697,CIB,25,,No,90.09433962,North,No,40,High,Good ,
67361,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$406,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,$0.00,EQUI,739,EXP,55,,No,97.24880383,North,Yes,39,High,Good ,
86897,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$266,500.00",3.75%,0.2972,"$3,886.50",360,No,No,No,"$428,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",CRIF,652,EXP,65,,Yes,62.26635514,South,No,43,Moderate,Fair,
61181,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.63%,-0.0704,$0.00,360,No,No,No,"$628,000.00",Site-Built,Principal Residence,home,1U,"$6,120.00",CIB,886,EXP,25,,No,74.28343949,North,No,40,Moderate,Excellent,
141007,2019,non Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$256,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$7,860.00",EXP,754,CIB,45,,Yes,80.66037736,North,Yes,29,High,Very Good,
