ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
65552,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,lpsm,,sb,sr,home,1U,18900,EQUI,847,EXP,55-64,to_inst,,south,direct,1,
145813,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,286500,3.875,0.1832,2769,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,3300,CRIF,705,CIB,45-54,not_inst,80.02793296,North,direct,0,59
134569,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,2.99,-0.0299,4910.5,180,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,8220,EXP,610,CIB,45-54,not_inst,53.96126761,North,direct,0,36
145610,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,306500,4.625,0.9173,3393.06,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,3480,CIB,731,CIB,55-64,to_inst,90.68047337,south,direct,0,46
165691,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,658,EXP,45-54,not_inst,,North,direct,1,
60024,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.625,0.5566,3975,240,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,5100,EXP,694,EXP,35-44,not_inst,72.41847826,North,direct,0,30
124563,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,lpsm,238000,sb,pr,home,1U,2100,CIB,550,EXP,55-64,to_inst,95.16806723,North,direct,1,52
125421,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,456500,2.875,-0.8159,2595.19,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,9900,CIB,626,EXP,45-54,not_inst,53.20512821,North,direct,0,28
81736,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,456500,4.875,0.3405,1150,360,not_neg,not_int,not_lpsm,1028000,sb,pr,home,1U,6780,CIB,560,CIB,55-64,to_inst,44.40661479,North,direct,0,48
45078,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,76500,5.25,1.4329,1056.34,360,not_neg,not_int,not_lpsm,78000,sb,pr,home,1U,3360,CRIF,660,CIB,65-74,to_inst,98.07692308,North,direct,0,20
56659,2019,ncf,Female,pre,type1,p4,l1,nopc,nob/c,276500,4.25,0.6797,1557.92,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,3720,EXP,562,CIB,25-34,not_inst,96.00694444,North,direct,0,43
127761,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,136500,,,,240,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,3660,CRIF,741,EXP,65-74,to_inst,19.27966102,south,direct,1,43
57782,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,266500,3.375,-0.1147,7257.5,324,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,6720,EXP,789,CIB,45-54,to_inst,52.46062992,south,direct,0,27
131898,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,176500,3.99,1.137,1723.56,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,5760,CIB,603,CIB,35-44,to_inst,93.88297872,North,direct,0,53
88363,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.75,-0.052,45,360,not_neg,not_int,not_lpsm,1308000,sb,pr,home,1U,8400,CIB,892,EXP,65-74,to_inst,34.90061162,North,direct,0,31
123844,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.588,5714,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,5220,CIB,674,CIB,55-64,to_inst,79.23387097,North,direct,0,25
110231,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,366500,4.625,0.077,0,360,neg_amm,not_int,not_lpsm,468000,sb,pr,home,1U,7500,CRIF,727,EXP,65-74,not_inst,78.31196581,North,direct,0,49
45240,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,286500,2.99,-0.7733,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,,EXP,506,CIB,55-64,to_inst,70.22058824,south,direct,0,
101466,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,666500,4.18,-0.128,0,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1U,8160,CRIF,618,CIB,45-54,not_inst,68.14928425,North,direct,0,38
156161,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.625,0.4893,1250,240,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,8280,CRIF,587,EXP,65-74,to_inst,58.21799308,south,direct,0,31
154721,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,306500,3.875,0.2661,614.58,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,8100,CIB,807,EXP,25-34,to_inst,93.44512195,North,direct,0,28
136984,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,516500,4.375,0.318,1860,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,7440,CRIF,799,EXP,25-34,not_inst,82.24522293,south,direct,0,43
147918,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,396500,4.5,0.4491,4892.91,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,8040,CIB,662,EXP,25-34,to_inst,68.59861592,south,direct,0,36
46452,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,3.875,0.3644,4035,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,6120,CIB,623,CIB,55-64,to_inst,61.09467456,south,direct,0,27
169380,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,426500,,,,180,not_neg,int_only,not_lpsm,1008000,sb,pr,home,1U,5820,CRIF,742,CIB,55-64,to_inst,42.31150794,North,direct,1,49
86087,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,546500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,7020,EQUI,747,EXP,35-44,not_inst,,south,direct,1,
87293,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,3.5,0.5531,5310,240,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,4800,CRIF,773,EXP,55-64,to_inst,56.57894737,south,direct,0,40
65702,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,4.625,1.2151,9619.76,360,not_neg,not_int,not_lpsm,328000,sb,ir,home,1U,4320,CRIF,738,EXP,25-34,to_inst,81.25,North,direct,0,38
65686,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,4320,CRIF,576,CIB,25-34,to_inst,75.17361111,south,direct,1,48
51516,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,136500,3.625,0.5852,3443.75,144,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,4380,EXP,589,EXP,55-64,to_inst,76.68539326,North,direct,0,40
31967,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,546500,,,,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,9180,CRIF,827,EXP,25-34,to_inst,87.02229299,south,direct,1,36
60422,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,316500,3.375,0.5749,0,360,neg_amm,not_int,not_lpsm,328000,sb,pr,home,1U,5460,EXP,803,CIB,25-34,not_inst,96.49390244,North,direct,0,37
40356,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,4440,CIB,872,CIB,>74,to_inst,90.13761468,North,direct,1,54
90622,2019,,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,706500,4.56,0.2106,0,360,not_neg,not_int,not_lpsm,838000,sb,pr,home,1U,10860,EXP,635,EXP,35-44,not_inst,84.30787589,south,direct,0,47
41481,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,526500,3.375,-0.323,0,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,,CIB,800,EXP,35-44,not_inst,89.54081633,North,direct,0,
165838,2019,,Female,nopre,type1,p3,l1,nopc,nob/c,56500,,,,360,neg_amm,not_int,not_lpsm,308000,sb,pr,home,1U,1200,CIB,528,CIB,55-64,to_inst,18.34415584,North-East,direct,1,44
87496,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,486500,4.75,0.437,1417.5,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,15060,CRIF,511,CIB,<25,to_inst,84.16955017,south,direct,0,25
95061,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,4.375,0.277,0,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,7920,CIB,542,EXP,25-34,not_inst,78.88257576,North,direct,0,43
58539,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,416500,4,0.4891,75.56,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,7920,CIB,804,EXP,25-34,not_inst,97.31308411,central,direct,0,43
63958,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,346500,3.75,0.2,1150,180,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,8640,EXP,536,EXP,55-64,not_inst,79.10958904,North,direct,0,45
138315,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,96500,,,,180,not_neg,not_int,not_lpsm,118000,sb,pr,home,1U,3240,CIB,505,CIB,45-54,to_inst,81.77966102,south,direct,1,49
134811,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,,,,96,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4320,EQUI,579,EXP,>74,to_inst,,south,direct,1,
107781,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,216500,4.25,-0.0076,4775,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,2820,CIB,516,CIB,>74,not_inst,31.46802326,North,direct,0,45
26457,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,156500,,,,300,neg_amm,not_int,not_lpsm,558000,sb,ir,home,3U,4620,CRIF,809,EXP,45-54,to_inst,28.04659498,North,direct,1,47
94238,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,286500,3.625,-0.0057,4439.38,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,5400,CIB,634,EXP,45-54,to_inst,54.26136364,south,direct,0,30
146527,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,806500,4.99,0.5173,1477.05,360,not_neg,not_int,not_lpsm,1158000,sb,ir,home,4U,30000,EXP,561,CIB,65-74,not_inst,69.64594128,North,direct,0,35
109842,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,4.56,0.6689,3235.51,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3060,EXP,606,CIB,55-64,to_inst,52.35849057,North,direct,0,37
79627,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,146500,4.99,0.7771,1150,360,not_neg,not_int,lpsm,168000,sb,pr,home,1U,7860,EXP,587,CIB,55-64,to_inst,87.20238095,North,direct,0,30
77345,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,4.125,-0.1441,0,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,8700,EXP,758,CIB,35-44,not_inst,80.85774059,south,direct,0,21
113393,2019,ncf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1860,EQUI,756,EXP,55-64,to_inst,,south,direct,1,
89327,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,226500,4.625,0.1567,2260,360,neg_amm,not_int,not_lpsm,228000,sb,pr,home,1U,8340,CIB,646,EXP,>74,to_inst,99.34210526,North,direct,0,46
141840,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,3.5,-0.1293,4499.12,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,6960,CIB,641,EXP,<25,not_inst,79.38871473,south,direct,0,37
115136,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,476500,3.125,-0.1401,245.82,180,not_neg,int_only,not_lpsm,628000,sb,pr,home,1U,7500,CIB,826,CIB,35-44,not_inst,75.87579618,south,direct,0,41
152999,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,286500,3.99,0.3316,0,180,not_neg,not_int,not_lpsm,358000,sb,sr,home,1U,14100,EXP,540,CIB,35-44,to_inst,80.02793296,North,direct,0,36
70648,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,206500,4.18,0.0694,4150,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3960,CRIF,884,EXP,65-74,to_inst,64.93710692,south,direct,0,46
158734,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,306500,4.75,0.3977,1915,360,neg_amm,not_int,not_lpsm,388000,sb,pr,home,1U,7560,EXP,705,CIB,35-44,to_inst,78.99484536,south,direct,0,41
55275,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,4.56,0.3285,3158.13,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,8400,EXP,540,EXP,45-54,to_inst,81.47482014,North,direct,0,27
100413,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.375,-0.2095,1176.89,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,18420,CIB,627,EXP,35-44,not_inst,45.71240106,North,direct,0,13
76287,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,426500,4.375,0.0778,0,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,9900,CIB,513,EXP,25-34,not_inst,80.77651515,south,direct,0,29
97224,2019,cf,Male,nopre,type2,p2,l1,nopc,b/c,76500,4.99,1.5588,1984.77,360,not_neg,not_int,not_lpsm,88000,sb,pr,home,1U,1980,CRIF,825,CIB,55-64,to_inst,86.93181818,North,direct,0,34
127968,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,3.625,0.2762,,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,10380,EXP,833,CIB,55-64,to_inst,89.44672131,south,direct,0,24
122663,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,286500,4.375,0.267,0,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,8760,CIB,838,CIB,25-34,not_inst,80.02793296,south,direct,0,25
42598,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,476500,4.18,0.3816,10736,360,not_neg,not_int,not_lpsm,528000,sb,sr,home,1U,5820,CIB,594,CIB,55-64,to_inst,90.24621212,south,direct,0,38
158292,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,346500,4,-0.2356,1578.05,324,not_neg,not_int,not_lpsm,1028000,sb,pr,home,1U,5640,EXP,627,EXP,>74,not_inst,33.70622568,North,direct,0,36
156183,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,216500,3.625,0.7943,0,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3000,EXP,740,CIB,35-44,not_inst,94.95614035,North,direct,0,38
123968,2019,ncf,Male,pre,type3,p1,l1,nopc,nob/c,576500,3.625,-0.1598,747.17,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,14340,CRIF,737,CIB,45-54,not_inst,94.81907895,North,direct,0,24
141362,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,576500,3.875,1.1983,6406.76,360,not_neg,not_int,lpsm,588000,sb,pr,home,1U,6600,CIB,563,CIB,45-54,to_inst,98.04421769,North,direct,0,57
61188,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,596500,,,,180,not_neg,not_int,not_lpsm,1208000,sb,pr,home,1U,11460,CIB,556,EXP,45-54,not_inst,49.37913907,North,direct,1,43
125953,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,176500,3.99,0.6594,3437.5,180,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,3420,CIB,548,EXP,55-64,to_inst,46.69312169,south,direct,0,42
135485,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,316500,3.99,0.4707,5919.16,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,7680,EXP,592,EXP,45-54,to_inst,67.62820513,North,direct,0,6
128239,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,176500,4.625,1.8949,2309.97,300,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,7920,CIB,607,CIB,35-44,to_inst,74.15966387,North,direct,0,36
165421,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,336500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7800,EQUI,643,EXP,45-54,to_inst,,south,direct,1,
104145,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,96500,4.5,0.791,3419,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,3000,CRIF,866,EXP,65-74,to_inst,75.390625,North,direct,0,40
144445,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,516500,,,,360,not_neg,not_int,not_lpsm,1108000,sb,pr,home,1U,8640,CIB,756,CIB,35-44,not_inst,46.61552347,North,direct,1,38
169686,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,306500,3.625,0.8494,0,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,3480,CRIF,826,CIB,35-44,not_inst,96.3836478,North,direct,0,58
122813,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,426500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9000,EQUI,868,EXP,45-54,to_inst,,south,direct,1,
113265,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,3.99,0.4693,7762,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,3000,CIB,581,CIB,65-74,to_inst,64.73799127,North,direct,0,47
116055,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,476500,4.5,0.117,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,7320,CRIF,653,CIB,45-54,not_inst,77.10355987,North,direct,0,47
98621,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,2.875,-0.1393,1037.75,180,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,9540,CRIF,729,EXP,55-64,not_inst,30.0170068,central,direct,0,37
138129,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,336500,4.125,0.5149,151.24,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,13320,CIB,704,EXP,35-44,not_inst,60.3046595,North,direct,0,49
159577,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,606500,3.25,-0.2219,0,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,,CRIF,516,EXP,65-74,not_inst,88.15406977,North,direct,0,
67412,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,296500,,,,360,not_neg,not_int,lpsm,308000,sb,pr,home,1U,4440,EXP,891,EXP,25-34,not_inst,96.26623377,south,direct,1,57
40875,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,416500,4.125,0.3858,1310.83,180,not_neg,not_int,not_lpsm,708000,sb,ir,home,1U,21300,CIB,682,EXP,45-54,not_inst,58.82768362,south,direct,0,37
153882,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,656500,3.875,0.6301,0,240,not_neg,not_int,not_lpsm,1288000,sb,pr,home,1U,9840,CRIF,638,CIB,55-64,not_inst,50.97049689,North,direct,0,48
37522,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,3.625,0.8689,7520,180,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,7680,CIB,569,EXP,65-74,to_inst,65.31862745,North,direct,0,35
74420,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,716500,4.375,-0.0677,,360,not_neg,not_int,not_lpsm,1218000,sb,pr,home,1U,9240,EXP,862,EXP,55-64,not_inst,58.82594417,North,direct,0,49
153923,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,86500,4.625,0.5971,,360,not_neg,not_int,not_lpsm,88000,sb,pr,home,1U,2460,CRIF,814,CIB,45-54,not_inst,98.29545455,North,direct,0,34
59289,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,356500,4.875,1.1569,0,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,5700,EXP,896,CIB,35-44,not_inst,94.31216931,North,direct,0,36
33889,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.1829,7250,360,not_neg,int_only,not_lpsm,648000,sb,pr,home,1U,3120,CRIF,756,CIB,65-74,to_inst,31.86728395,North,direct,0,49
82596,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,546500,4,-0.255,2025.75,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1U,10980,EXP,869,CIB,25-34,not_inst,74.05149051,south,direct,0,25
150927,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,636500,4.25,-0.243,376,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,7740,CIB,847,EXP,35-44,not_inst,78.77475248,south,direct,0,42
138674,2019,ncf,Joint,nopre,type1,p3,l2,opc,nob/c,756500,5.74,1.492,,360,not_neg,int_only,not_lpsm,3508000,sb,pr,home,1U,38820,CRIF,710,EXP,65-74,to_inst,21.5649943,North,direct,0,30
140162,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,236500,,,,360,neg_amm,not_int,not_lpsm,248000,sb,pr,home,1U,3240,CRIF,661,CIB,25-34,to_inst,95.36290323,south,direct,1,55
42075,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,426500,4.375,-0.1728,0,360,neg_amm,not_int,not_lpsm,718000,sb,pr,home,1U,5760,CRIF,751,EXP,45-54,not_inst,59.40111421,North,direct,0,36
132841,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,496500,3.75,0.052,1137.88,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,9780,CRIF,594,EXP,25-34,not_inst,74.32634731,south,direct,0,29
122176,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,486500,2.75,-0.0153,14327.45,180,not_neg,not_int,not_lpsm,788000,sb,pr,home,1U,14160,CRIF,861,EXP,65-74,to_inst,61.73857868,south,direct,0,41
58770,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,346500,4.625,0.5473,0,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,13260,EXP,624,CIB,35-44,to_inst,89.30412371,south,direct,0,45
154149,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,416500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4080,EQUI,890,EXP,55-64,to_inst,,south,direct,1,
39369,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,4.125,0.654,8131.6,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,6120,EXP,518,EXP,35-44,to_inst,78.31196581,south,direct,0,36
172816,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,106500,,,,240,not_neg,not_int,not_lpsm,,sb,sr,home,1U,4440,EQUI,716,EXP,45-54,to_inst,,south,direct,1,
114272,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,576500,4.75,0.802,0,240,neg_amm,not_int,not_lpsm,718000,sb,pr,home,1U,8520,CIB,504,CIB,35-44,not_inst,80.29247911,North,direct,0,45
43685,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,176500,5.375,1.4679,3337.5,360,not_neg,not_int,not_lpsm,238000,sb,ir,home,1U,1140,EXP,840,CIB,65-74,to_inst,74.15966387,North,direct,0,27
81491,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,346500,3.99,0.3142,6978.7,360,not_neg,not_int,lpsm,448000,sb,pr,home,1U,6240,EXP,768,EXP,45-54,to_inst,77.34375,North,direct,0,41
114658,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,126500,3.99,0.495,3646.68,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,4680,CIB,740,CIB,>74,to_inst,80.06329114,North,direct,0,42
123299,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,366500,4.5,1.4063,5886.56,240,not_neg,not_int,not_lpsm,518000,sb,ir,home,1U,20580,CIB,631,CIB,45-54,to_inst,70.75289575,North,direct,0,37
82774,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,346500,3.375,-0.0084,1286.09,360,not_neg,not_int,not_lpsm,1298000,sb,pr,home,1U,3000,CIB,598,EXP,>74,to_inst,26.69491525,south,direct,0,49
128536,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,166500,4.125,0.5588,5263.75,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,9540,CIB,606,CIB,65-74,to_inst,73.02631579,south,direct,0,31
119074,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1U,3420,CRIF,746,EXP,55-64,to_inst,99.24242424,North,direct,1,50
33209,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2760,EQUI,689,EXP,65-74,to_inst,,south,direct,1,
161660,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,3.125,0.2793,3002.2,180,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,3300,CRIF,810,CIB,35-44,to_inst,86.39240506,North,direct,0,33
145046,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,566500,3.99,0.5571,5490,360,not_neg,not_int,not_lpsm,958000,sb,pr,home,1U,6300,CIB,653,EXP,>74,to_inst,59.13361169,North,direct,0,36
151630,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,306500,4.375,-0.0138,1904.5,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5760,EXP,523,CIB,55-64,to_inst,77.01005025,south,direct,0,37
43012,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,4.875,0.6438,2265.63,324,neg_amm,not_int,not_lpsm,528000,sb,pr,home,1U,9600,EXP,620,CIB,35-44,to_inst,84.56439394,North,direct,0,49
130770,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,196500,3.875,1.0601,5696.26,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,9000,CIB,757,CIB,45-54,to_inst,94.47115385,south,direct,0,48
57339,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,12900,EQUI,589,EXP,35-44,not_inst,,south,direct,1,
116816,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,296500,3.99,0.3545,3691.07,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,6120,CRIF,871,CIB,55-64,to_inst,72.67156863,south,direct,0,31
119871,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,3.875,-0.117,6223.75,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,20940,CRIF,747,EXP,25-34,not_inst,79.06050955,south,direct,0,38
